,0,1
0,2.0,0.24340710458415327
1,2.0,-1.843091987877801
2,2.0,-1.843091987877801
3,2.0,-1.7301938574025035
4,2.0,-1.843091987877801
5,2.0,-1.843091987877801
6,2.0,-1.843091987877801
7,2.0,-1.2394092686220952
8,2.0,-0.7486122717718202
9,2.0,-1.843091987877801
10,2.0,-0.4013779178925274
11,2.0,-1.2675775018296074
12,2.0,-1.843091987877801
13,2.0,0.8351551688005828
14,2.0,0.7805502957529928
15,2.0,0.8895631360636806
16,2.0,0.7932926870315453
17,2.0,0.8887132122782249
18,2.0,0.9172698806676779
19,2.0,0.9152526428349067
20,2.0,0.9340110738719011
21,2.0,0.8935585226866137
22,2.0,-1.0453149865972304
23,2.0,0.928188604450009
24,2.0,0.874370229442429
25,2.0,-1.843091987877801
26,2.0,0.3761728952666747
27,2.0,-0.603939866445634
28,2.0,0.20409392865866052
29,2.0,0.48966103358820995
30,2.0,0.5290475450471636
31,2.0,-1.1509480609722322
32,2.0,-0.8283879980459663
33,2.0,0.8220997604495538
34,2.0,0.6466052800447077
35,2.0,-1.67546351604073
36,2.0,-1.843091987877801
37,2.0,-1.843091987877801
38,2.0,-1.843091987877801
39,2.0,-1.1469718287969235
40,2.0,-1.843091987877801
41,2.0,-1.843091987877801
42,2.0,-1.8319185155172357
43,2.0,0.926877239346653
44,2.0,-1.169845503836136
45,2.0,-1.843091987877801
46,2.0,-1.682090977429517
47,2.0,-0.686635215540075
48,2.0,-1.7554641354574285
49,2.0,0.5073771586409713
50,2.0,0.6567984696264025
51,2.0,-0.30674605551613027
52,2.0,0.8468659586525623
53,2.0,0.4380985931356005
54,2.0,-0.9671932958784883
55,2.0,-0.22885178151408325
56,2.0,-1.843091987877801
57,2.0,0.4177265534474592
58,2.0,0.11728489315686308
59,2.0,-1.843091987877801
60,2.0,0.8018397362382945
61,2.0,-1.290782185462084
62,2.0,0.38270902033747667
63,2.0,-1.82296486277864
64,2.0,0.6334290035242708
65,2.0,0.8250436366301863
66,2.0,-1.3701609974237714
67,2.0,0.8063680178170608
68,2.0,0.5600649600015011
69,2.0,0.2895955876341544
70,2.0,0.2006730855235736
71,2.0,0.8344024375793508
72,2.0,-1.6387809635519484
73,2.0,0.921560798020405
74,2.0,-1.273138584869492
75,2.0,-1.7004803510341207
76,2.0,-1.4440628122394648
77,2.0,-1.843091987877801
78,2.0,0.8395212207618851
79,2.0,-1.6353428672378172
80,2.0,-1.6627654961678036
81,2.0,-1.8430919878777887
82,2.0,-1.3933383258101009
83,2.0,0.8408111659666352
84,2.0,0.4970275857341577
85,2.0,0.8619480090137874
86,2.0,-0.9940030591039485
87,2.0,-1.8430919878777903
88,2.0,0.8673009232672125
89,2.0,0.8626540821039466
90,2.0,-1.6687168139965078
91,3.0,0.8638759098445622
92,3.0,0.8247505737378886
93,3.0,0.898252794800945
94,3.0,0.8175820960898003
95,3.0,0.9149917616953697
96,3.0,0.9159740243752972
97,3.0,0.9421519915155643
98,3.0,0.9323888994989612
99,3.0,0.8620158357351725
100,3.0,0.8929762332736494
101,3.0,0.925684799849074
102,3.0,0.8822446349051245
