,0,1
0,2.0,0.6083336682166524
1,2.0,-0.23528981460557763
2,2.0,-0.17083086356459146
3,2.0,0.012599309364494961
4,2.0,-0.3242008382954244
5,2.0,0.23500034635091196
6,2.0,0.20156253979952546
7,2.0,0.3811436476434975
8,2.0,0.46557568473898353
9,2.0,-0.05421101375692092
10,2.0,0.6634856754867339
11,2.0,0.5569450532244624
12,2.0,0.40508310338791464
13,2.0,0.5638058206117686
14,2.0,0.6612607491358248
15,2.0,0.6747528484517366
16,2.0,0.574120370780231
17,2.0,0.6943842689433976
18,2.0,0.6017397994773918
19,2.0,0.6329257028497408
20,2.0,0.6532631569355873
21,2.0,0.6418325172633786
22,2.0,0.6955485200216032
23,2.0,0.8379970234419473
24,2.0,0.5929123498997106
25,2.0,0.05027196976735431
26,2.0,-0.016165102246282884
27,2.0,-0.31667176213913517
28,2.0,0.2598925907850208
29,2.0,0.27082879064312776
30,2.0,0.26574476707035466
31,2.0,0.3526761650302819
32,2.0,0.051286812754695536
33,2.0,0.5651773519121183
34,2.0,0.5137194622142593
35,2.0,-0.12562808770188388
36,2.0,-0.11931816418949537
37,2.0,-0.1608747532945175
38,2.0,0.2322645098242033
39,2.0,0.343796721146116
40,2.0,0.39519167824803314
41,2.0,0.4287572128004895
42,2.0,0.16237378191020493
43,2.0,0.6020508504886247
44,2.0,0.5191087624708355
45,2.0,0.05446416913473076
46,2.0,-0.09528812553614258
47,2.0,0.20310201885259907
48,2.0,0.21738631622770713
49,2.0,0.5248289967848359
50,2.0,0.5901904373983953
51,2.0,0.5258507470959493
52,2.0,0.6718794010926964
53,2.0,0.6428681158352728
54,2.0,0.556313563523195
55,2.0,0.3779398346516877
56,2.0,0.21543249222657787
57,2.0,0.27485468172217864
58,2.0,0.3866855059676139
59,2.0,0.0007090223213507398
60,2.0,0.5607370919152561
61,2.0,0.5143404319754981
62,2.0,-0.0428909619291078
63,2.0,0.2992260760354707
64,2.0,0.45771295296805586
65,2.0,0.5716004352803625
66,2.0,0.5472678327032338
67,2.0,0.6210934839158254
68,2.0,0.6061453240171999
69,2.0,0.4037445818970584
70,2.0,0.39398746133504037
71,2.0,0.43203594578884336
72,2.0,0.47959733659272785
73,2.0,0.5210797731271843
74,2.0,0.579937420780587
75,2.0,0.2624509413362175
76,2.0,0.3832183742786178
77,2.0,0.6281976224788798
78,2.0,0.535653910658285
79,2.0,0.6438900242582943
80,2.0,0.41399774829506075
81,2.0,0.6688071944793148
82,2.0,0.5779935788810058
83,2.0,0.7160217950744754
84,2.0,0.5638945677474408
85,2.0,0.7200081606688591
86,2.0,0.693572190469646
87,2.0,0.016132296362965363
88,2.0,0.743354469101413
89,2.0,0.6824933663841273
90,2.0,0.6018639269740219
91,3.0,0.5982351158134247
92,3.0,0.6623774829512125
93,3.0,0.6837866007840108
94,3.0,0.6970922810497063
95,3.0,0.6865132282965939
96,3.0,0.6304252885393598
97,3.0,0.7272837575582503
98,3.0,0.754331209507468
99,3.0,0.6461217447982223
100,3.0,0.7961672705115286
101,3.0,0.834613611521574
102,3.0,0.7129722956655026
103,3.0,0.030093712573716243
104,3.0,0.07335270473816857
105,3.0,-0.3069105702084658
106,3.0,0.2660444118256893
107,3.0,0.26173827215270573
108,3.0,0.4272112197289733
109,3.0,0.5302154683609408
110,3.0,0.05680853603550062
111,3.0,0.6965245492725232
112,3.0,0.5478338850121264
113,3.0,0.41174205233904243
114,3.0,-0.021440629796370417
115,3.0,-0.18778782304923183
116,3.0,0.258772884483972
117,3.0,0.3197574191975401
118,3.0,0.48541454632112924
119,3.0,0.5028800284828457
120,3.0,0.14683599036026482
121,3.0,0.6833662651488951
122,3.0,0.5669142342893709
123,3.0,0.4504800714835537
124,3.0,0.06027362383906855
125,3.0,0.21360717273239976
126,3.0,0.21109919511732766
127,3.0,0.51028669203353
128,3.0,0.5918654911810469
129,3.0,0.7552181334649308
130,3.0,0.6702545617757375
131,3.0,0.6806253906351999
132,3.0,0.624915523897815
133,3.0,0.3841243796284679
134,3.0,0.253269927316413
135,3.0,0.36405195703251275
136,3.0,0.45921912382703783
137,3.0,-0.04028140727623324
138,3.0,0.6590065975514392
139,3.0,0.5846820060147836
140,3.0,0.3884255707803455
141,3.0,0.29417216085378295
142,3.0,0.48747946999461966
143,3.0,0.577543220445843
144,3.0,0.558892593951937
145,3.0,0.6579960394771801
146,3.0,0.6092519876581659
147,3.0,0.5653009303154906
148,3.0,0.47515938740550884
149,3.0,0.5246541314069604
150,3.0,0.48051181127722903
151,3.0,0.6481303446469413
152,3.0,0.5719425407838332
153,3.0,0.5092619616085422
154,3.0,0.5329494294138111
155,3.0,0.613005896905027
156,3.0,0.6649765784187265
157,3.0,0.6333128254793167
158,3.0,0.551241464033434
159,3.0,0.6766018823927311
160,3.0,0.7391182260161268
161,3.0,0.7127334561659038
162,3.0,0.6906703320083643
163,3.0,0.7284830454970161
164,3.0,0.6998963476256188
165,3.0,0.35743065551409636
166,3.0,0.7476036702035371
167,3.0,0.7125589054937118
168,3.0,0.604514469810378
169,3.0,0.6440948109561236
170,3.0,0.6662885275238558
171,3.0,0.5631105844054849
172,3.0,0.7199903893395548
173,3.0,0.6369638590657498
174,3.0,0.678654962682088
175,3.0,0.653778638690653
176,3.0,0.5936027922957723
177,3.0,0.7312100650355426
178,3.0,0.8288214360982954
179,3.0,0.578076600947981
180,3.0,0.6981314236597266
181,3.0,0.6346701245138413
182,3.0,0.7286477478704984
183,3.0,0.6606115855316106
184,3.0,0.7284180444813
185,3.0,0.7169547318972266
186,3.0,0.6836228231191037
187,3.0,0.754486588610201
188,3.0,0.8390971689397857
189,3.0,0.6414992851751435
190,3.0,0.7441865566957797
191,3.0,0.6850541117719855
192,3.0,0.6608940700866169
193,3.0,0.7893901520765929
194,3.0,0.8184306973984167
195,3.0,0.8165004043992332
196,3.0,0.8117075853726643
197,3.0,0.8519052969829274
198,3.0,0.7576359645807691
199,3.0,0.7470320177756099
200,3.0,0.5865890903318522
201,3.0,0.6177660710444601
202,3.0,0.6428636626540811
203,3.0,0.6528268682830269
204,3.0,0.6912502456561561
205,3.0,0.8377153663322873
206,3.0,0.5830592028512496
207,3.0,0.661710943203031
208,3.0,0.7152292662206607
209,3.0,0.7668854879785193
210,3.0,0.7658546014318941
211,3.0,0.761086486601847
212,3.0,0.8425299210670032
213,3.0,0.6998885665439103
214,3.0,0.6309736462485184
215,3.0,0.6280209789274719
216,3.0,0.6930036684346097
217,3.0,0.6764932851443954
218,3.0,0.8240767283064601
219,3.0,0.6152024839469047
220,3.0,0.6697103516892187
221,3.0,0.8030940689657563
222,3.0,0.7128537513080622
223,3.0,0.8409774262942213
224,3.0,0.7335859744230813
225,3.0,0.8155186307911307
226,3.0,0.7035119849139373
227,3.0,0.8653122160080093
228,3.0,0.7934974411352683
229,3.0,0.8173918600722828
230,3.0,0.8588820670421574
231,3.0,0.6093170179959285
232,3.0,0.8641069078458986
233,3.0,0.8164758372706271
234,3.0,0.8349289049269346
235,3.0,0.09062873416260092
236,3.0,-0.024085095127356362
237,3.0,0.28419563560011724
238,3.0,0.3402169291849977
239,3.0,0.3880104376373721
240,3.0,0.42540731337019566
241,3.0,0.340539729831048
242,3.0,0.5823827107828736
243,3.0,0.5357610160325698
244,3.0,0.16857514931022022
245,3.0,0.07761043549847886
246,3.0,0.2645130702576204
247,3.0,0.271485934202503
248,3.0,0.5273876769565113
249,3.0,0.5816224637351173
250,3.0,0.6339453379480441
251,3.0,0.6694416679577161
252,3.0,0.6653727999982166
253,3.0,0.5624456118357906
254,3.0,0.39101505940124426
255,3.0,0.2682475250919083
256,3.0,0.34734280080773583
257,3.0,0.4374746725757326
258,3.0,0.0403760745296267
259,3.0,0.6098191954571716
260,3.0,0.5546707121317828
261,3.0,-0.17548191863893592
262,3.0,0.34371779497750965
263,3.0,0.5179297892831896
264,3.0,0.5961803908975385
265,3.0,0.5732657153869608
266,3.0,0.6579914422687625
267,3.0,0.6086786917860398
268,3.0,0.4495088791333824
269,3.0,0.5206380337199957
270,3.0,0.4850349745691629
271,3.0,0.5339703654838731
272,3.0,0.5802767519460313
273,3.0,0.5778090340146415
274,3.0,0.2970060630498076
275,3.0,0.3873669786087038
276,3.0,0.6119599770155326
277,3.0,0.5682321585597749
278,3.0,0.6320001594684633
279,3.0,0.4221045100322378
280,3.0,0.6874167827467716
281,3.0,0.6138225168570773
282,3.0,0.7049924092438471
283,3.0,0.5561889327349251
284,3.0,0.7217056775805624
285,3.0,0.7062804173028441
286,3.0,0.04358449924246494
287,3.0,0.7278587865842865
288,3.0,0.6835555471739769
289,3.0,0.5914045479652421
290,3.0,-0.04143929943734748
291,3.0,0.24114213945229826
292,3.0,0.29484931761461414
293,3.0,0.5633128800932315
294,3.0,0.6042387523511092
295,3.0,0.5574134682178582
296,3.0,0.6752542972630677
297,3.0,0.6453027329697977
298,3.0,0.5594581474265186
299,3.0,0.3893841462138816
300,3.0,0.34914544004769205
301,3.0,0.4215072281368456
302,3.0,0.4496291209404953
